Frequency,Number,Vocabulary,Translation
1124,107.69,劳动,labor
1125,107.56,本次,this time
1126,107.53,电脑,computer
1127,107.38,教授,professor
1128,107.33,制造,manufacture
1129,107.28,秩序,order
1130,107.09,时候,when
1131,106.94,大大,Bigger
1132,106.79,规范,specification
1133,106.77,议会,parliament
1134,106.44,内部,internal
1135,106.37,越,cross
1136,106.37,需,need
1137,106.26,先,First
1138,106.15,设,Assume
1139,106.06,快速,fast
1140,106.05,西班牙,Spain
1141,105.95,紧张,nervous
1142,105.84,山,Mountain
1143,105.81,代表团,delegation
1144,105.81,邓小平,Deng Xiaoping
1145,105.77,患者,patient
1146,105.65,海外,overseas
1147,105.45,数,number
1148,105.44,招待会,reception
1149,105.43,买,Buy
1150,105.36,高新技术,High-tech
1151,105.32,功能,Features
1152,105.16,成员国,Member country
1153,105.12,繁荣,Prosperity
1154,104.94,昨天,yesterday
1155,104.73,平,flat
1156,104.64,降低,reduce
1157,104.64,步,step
1158,104.63,居,Residence
1159,104.59,真正,real
1160,104.35,商业,Business
1161,104.16,型,type
1162,104.07,话,talk
1163,103.87,诺,promise
1164,103.85,切实,practical
1165,103.73,成就,Achievement
1166,103.71,年度,year
1167,103.54,入,enter
1168,103.37,展开,Unfold
1169,103.25,处于,In
1170,103.2,兼,Conclude
1171,102.99,消费者,consumer
1172,102.88,收费,toll
1173,102.78,工人,Worker
1174,102.54,前景,prospect
1175,102.51,印度,India
1176,102.51,泰国,Thailand
1177,102.39,至今,to date
1178,102.37,负担,burden
1179,102.25,花,flower
1180,102.22,签订,Sign
1181,102.21,尤其,especially
1182,102.03,法规,Regulation
1183,101.97,以后,after
1184,101.97,股,share
1185,101.93,相信,Believe
1186,101.91,创,Create
1187,101.72,运行,run
1188,101.57,执法,law enforcement
1189,101.48,老人,elder
1190,101.42,当时,then
1191,101.33,转变,change
1192,101.22,南非,South Africa
1193,101.13,吃,eat
1194,101.1,意识,consciousness
1195,101.04,古,antiquity
1196,101.01,告诉,Tell
1197,100.99,没,No
1198,100.96,数字,number
1199,100.81,本月,this month
1200,100.63,今晚,tonight
1201,100.53,游客,Tourist
1202,100.48,之前,Before
1203,100.01,澳大利亚,Australia
1204,99.93,发展中国家,Developing country
1205,99.92,一样,Same
1206,99.87,仍然,still
1207,99.75,配合,Cooperate
1208,99.61,争取,Strive
1209,99.52,功,achievement
1210,99.51,不足,insufficient
1211,99.41,文件,document
1212,99.38,只要,if only
1213,99.35,上半年,First half of the year
1214,99.27,率,Rate
1215,99.21,乡镇,Township
1216,99.11,会晤,meeting
1217,98.94,住,live
1218,98.9,比分,score
1219,98.84,纪念,commemorate
1220,98.76,最新,up to date
1221,98.76,托,Hold
1222,98.7,一行,One-way
1223,98.3,试验,test
1224,98.29,‘,'
1225,98.26,加拿大,Canada
1226,98.18,门,door
1227,98.12,表演,Performance
1228,97.63,战,war
1229,97.46,球队,team
1230,97.44,全体,All
1231,97.29,涉及,Involve
1232,97.27,杯,Cup
1233,97.22,威胁,threaten
1234,97.2,城,city
1235,97.2,发出,issue
1236,97.16,状态,state
1237,97.14,施工,construction
1238,97.06,手,hand
1239,97.03,赢得,win
1240,96.98,变,Change
1241,96.91,林,Forest
1242,96.91,现,now
1243,96.67,放,put
1244,96.58,整体,overall
1245,96.55,性,sex
1246,96.5,承担,bear
1247,96.48,方向,direction
1248,96.26,面对,face
1249,96.09,对外,foreign
1250,95.94,生命,life
1251,95.85,股市,stock market
1252,95.82,派,group
1253,95.64,A,A
1254,95.63,南部,Southern
1255,95.61,公安,public security
1256,95.53,终于,finally
1257,95.43,赴,go
1258,95.42,组建,Form
1259,95.36,优质,high quality
1260,95.03,送,deliver
1261,95.03,日益,increasingly
1262,95,收购,Acquire
1263,94.93,内蒙古,Inner Mongolia
1264,94.79,成本,cost
1265,94.75,伊朗,Iran
1266,94.72,局长,Director
1267,94.66,国民经济,national economy
1268,94.48,罗,Row
1269,94.38,全区,Region
1270,94.28,通知,Notice
1271,94.28,取消,Cancel
1272,94.25,配套,Support
1273,94.18,会上,Go on
1274,94.15,交换,exchange
1275,94.07,信心,confidence
1276,93.8,旅客,Passenger
1277,93.79,数量,quantity
1278,93.77,架,shelf
1279,93.77,这家,this home
1280,93.75,违法,Illegal
1281,93.69,友谊,friendship
1282,93.63,种子,seed
1283,93.44,森林,Forest
1284,93.36,主办,host
1285,93.16,热烈,warm
1286,93.09,挑战,challenge
1287,93.09,标志,Sign
1288,92.96,出来,come out
1289,92.92,市长,mayor
1290,92.92,参观,visit
1291,92.82,谁,Who
1292,92.82,委员长,Chairman
1293,92.82,山区,Mountainous area
1294,92.5,探索,explore
1295,92.49,全县,County
1296,92.46,正确,correct
1297,92.4,破坏,destroy
1298,92.29,现有,existing
1299,92.24,有些,some
1300,92.13,事务,Transaction
1301,92.11,很多,a lot of
1302,91.94,警方,police
1303,91.89,埃及,Egypt
1304,91.86,山东,Shandong
1305,91.63,吉,lucky
1306,91.48,兴建,build
1307,91.3,密切,close
1308,91.22,深圳,Shenzhen
1309,91.12,激烈,fierce
1310,91.09,条例,Regulations
1311,91.05,自由,free
1312,90.91,它们,they
1313,90.81,制,system
1314,90.79,青少年,teenager
1315,90.76,深化,deepen
1316,90.73,运,transport
1317,90.59,干,Do
1318,90.59,环保,environmental Protection
1319,90.57,自然,nature
1320,90.55,伟大,great
1321,90.55,方,square
1322,90.54,停止,stop
1323,90.47,购买,Buy
1324,90.4,书,Book
1325,90.29,时代,era
1326,90.17,姆,Mi
1327,90.12,奇,strange
1328,89.94,在内,Within
1329,89.91,股票,stock
1330,89.88,袭击,Attack
1331,89.81,法轮,Falcon
1332,89.74,然而,However
1333,89.71,负,burden
1334,89.7,塞,Plug
1335,89.52,教学,teaching
1336,89.48,比例,Proportion
1337,89.25,无法,Unable
1338,89.23,相当,quite
1339,89.22,代,generation
1340,89.13,大规模,Large scale
1341,89.09,任,appoint
1342,89.06,落后,behind
1343,89.02,通信,Communicate
1344,88.92,浙江,Zhejiang
1345,88.85,机,machine
1346,88.82,体现,reflect
1347,88.66,步伐,pace
1348,88.62,卫星,satellite
1349,88.51,普,general
1350,88.49,用户,user
1351,88.47,原来,original
1352,88.08,是否,whether
1353,88.08,口,mouth
1354,88.03,量,quantity
1355,88.01,江苏,Jiangsu
1356,87.9,有所,Make
1357,87.78,特殊,special
1358,87.73,指标,index
1359,87.6,乌,Black
1360,87.59,自身,itself
1361,87.54,一般,generally
1362,87.52,治安,Public security
1363,87.52,主持,Host
1364,87.43,试点,Pilot
1365,87.42,四川,Sichuan
1366,87.4,每个,Each
1367,87.22,压力,pressure
1368,87.15,节,Festival
1369,87.12,库,Library
1370,87.11,效果,Effect
1371,87.1,阿拉伯,Arab
1372,86.95,文物,Cultural relic
1373,86.92,有着,have
1374,86.72,资格,qualifications
1375,86.72,有限,limited
1376,86.72,申请,Apply
1377,86.48,供应,supply
1378,86.43,生物,biology
1379,86.33,附近,nearby
1380,86.08,像,picture
1381,86.04,收,receive
1382,86.04,几乎,almost
1383,86,克林顿,Clinton
1384,85.95,高兴,Happy
1385,85.91,萨,Sa
1386,85.89,展览,exhibition
1387,85.75,非,No
1388,85.74,第五,fifth
1389,85.61,工资,salary
1390,85.58,动物,animal
1391,85.43,奖,prize
1392,85.36,走向,Go
1393,85.33,带动,drive
1394,85.32,势头,momentum
1395,85.13,物资,Material
1396,85.12,与此同时,at the same time
1397,84.97,观念,Concept
1398,84.95,趋势,trend
1399,84.91,满意,satisfy
1400,84.91,条约,treaty
1401,84.83,离开,Leave
1402,84.81,日元,JPY
1403,84.66,大学,University
1404,84.59,太,too
1405,84.56,民,civil
1406,84.51,证明,prove
1407,84.42,深,deep
1408,84.4,注意,Notice
1409,84.39,区域,area
1410,84.36,防止,prevent
1411,84.34,协定,agreement
1412,84.33,依靠,rely on
1413,84.23,主管,director
1414,84.2,媒体,media
1415,84.08,少数民族,minority
1416,83.86,访,visit
1417,83.86,主动,initiative
1418,83.83,城镇,town
1419,83.75,中华人民共和国,People's Republic of China
1420,83.64,一天,one day
1421,83.56,热情,enthusiasm
1422,83.55,党中央,Party Central Committee
1423,83.51,始终,Always
1424,83.45,节目,programme
1425,83.25,排名,Rank
1426,83.18,朱,Chin
1427,83.1,药品,drug
1428,82.89,考虑,consider
1429,82.84,并不,Not
1430,82.81,评价,Evaluation
1431,82.65,击败,beat
1432,82.5,军,military
1433,82.29,主权,sovereignty
1434,82.19,部署,deploy
1435,82.1,有力,powerful
1436,82,华,magnificent
1437,81.97,高校,College
1438,81.95,机场,Airport
1439,81.88,年轻,young
1440,81.74,新型,New type
1441,81.73,草案,draft
1442,81.71,展示,exhibit
1443,81.7,北,North
1444,81.43,当年,then
1445,81.32,瑞典,Sweden
1446,81.26,勒,Be in turn
1447,81.23,来说,Convinced
1448,81,庆祝,celebrate
1449,80.96,满足,satisfy
1450,80.94,西方,The west
1451,80.94,先生,gentlemen
1452,80.93,预算,Budget
1453,80.78,度,Spend
1454,80.77,墨西哥,Mexico
1455,80.71,请,Please
1456,80.71,同胞,Compatriot
1457,80.47,春节,Spring Festival
1458,80.28,差,Difference
1459,80.26,总数,total
1460,80.18,相关,Associated
1461,80.11,字,Character
1462,80.09,跨,Cross
1463,79.99,走私,smuggling
1464,79.9,赛事,Event
1465,79.89,税收,tax
1466,79.77,很快,soon
1467,79.71,截至,As of
1468,79.62,最多,most
1469,79.55,围绕,around
1470,79.51,前来,Come back
1471,79.48,感谢,grateful
1472,79.45,双,pair
1473,79.42,相比,compared to
1474,79.31,阿富汗,Afghanistan
1475,79.3,以前,before
1476,79.22,最好,most
1477,79.17,三峡,Three Gorges
1478,79.12,不得,Not allow
1479,79.01,学者,scholar
1480,78.96,引导,guide
1481,78.76,边,side
1482,78.53,态度,manner
1483,78.5,移民,migrant
1484,78.49,做到,Do
1485,78.47,难以,difficult
1486,78.47,越南,Vietnam
1487,78.47,保,Save
1488,78.41,费用,cost
1489,78.29,搞好,Do well
1490,78.23,图,picture
1491,78.08,亿,100 million
1492,78.08,外贸,foreign trade
1493,78.04,开幕式,Opening ceremony
1494,77.93,盘,plate
1495,77.89,岗位,post
1496,77.79,沿海,coastal
1497,77.73,象,elephant
1498,77.68,网,network
1499,77.65,职务,Position
1500,77.56,只能,Can only
1501,77.55,承包,contract
1502,77.54,蒂,Ti
1503,77.54,半决赛,Semi-final
1504,77.51,核心,core
1505,77.51,男,male
1506,77.41,境内,Within the country
1507,77.39,还要,Still
1508,77.32,回,Back
1509,77.31,掌握,master
1510,77.29,允许,allow
1511,77.08,拒绝,Refuse
1512,77.03,化,change
1513,76.97,抓住,catch
1514,76.97,亏损,Loss
1515,76.89,办理,Handle
1516,76.7,普通,ordinary
1517,76.66,抓好,Do well
1518,76.55,大幅度,Large
1519,76.47,尊重,respect
1520,76.41,生产总值,gross product
1521,76.4,各方,Partition
1522,76.37,修改,Revise
1523,76.3,新加坡,Singapore
1524,76.22,推行,Implement
1525,76.21,季度,Quarter
1526,76.21,10万,"100,000"
1527,76.16,打破,break in
1528,76.14,海,Ocean
1529,76.11,刚,just
1530,76.06,领土,territory
1531,76.03,大部分,most
1532,76,查处,Investigate
1533,75.88,层次,level
1534,75.8,卖,Sell
1535,75.77,灾区,disaster area
1536,75.76,强化,strengthen
1537,75.58,员,member
1538,75.53,帕,Pa
1539,75.53,大中型,Large and medium-sized
1540,75.51,莱,Loose
1541,75.42,成效,Achievement
1542,75.38,首相,prime minister
1543,75.28,东部,east
1544,75.25,水利,Water conservancy
1545,75.23,对话,dialogue
1546,75.23,全年,annual
1547,75.23,主教练,Main coach
1548,75.17,式,Mode
1549,75.14,机械,mechanical
1550,75.02,整顿,Rectify
1551,74.98,形象,Image
1552,74.92,精神文明,Spiritual civilization
1553,74.85,总结,Summarize
1554,74.76,乌克兰,Ukraine
1555,74.72,愿意,willing
1556,74.58,利润,profit
1557,74.57,受伤,Injuried
1558,74.54,投资者,investor
1559,74.52,优惠,discount
1560,74.45,中国共产党,Communist Party of China
1561,74.43,来访,Visit
1562,74.39,党委,party committee
1563,74.37,运用,use
1564,74.32,除了,Apart from
1565,74.26,刚刚,just
1566,74.06,途径,way
1567,73.97,未能,Failed
1568,73.89,发布,release
1569,73.88,主张,Advocate
1570,73.87,印尼,Indonesia
1571,73.8,到了,arrive
1572,73.76,苏联,Soviet Union
1573,73.6,各自,respective
1574,73.54,农产品,Agricultural product
1575,73.53,通,Pass
1576,73.49,一百,one hundred
1577,73.44,利率,interest rate
1578,73.42,广场,square
1579,73.38,毒品,poison
1580,73.35,大赛,Contest
1581,73.35,决策,decision making
1582,73.33,电力,electricity
1583,73.33,解放,liberation
1584,73.28,古巴,Cuban
1585,73.22,往,Past
1586,73.16,欧,Europe
1587,73.09,经常,frequently
1588,72.97,接待,Reception
1589,72.96,启动,start up
1590,72.93,洛,Luo
1591,72.91,土,earth
1592,72.9,费,fee
1593,72.86,唯一,only
1594,72.8,权力,that power
1595,72.79,对方,other side
1596,72.77,拿,take
1597,72.76,必要,necessary
1598,72.68,甲,First
1599,72.66,找到,turn up
1600,72.66,紧急,urgent
1601,72.64,乱,chaos
1602,72.42,进攻,attack
1603,72.39,二十,twenty
1604,72.31,估计,estimate
1605,72.3,限制,limit
1606,72.24,提前,in advance
1607,72.24,热,hot
1608,72.22,人大,People's Congress
1609,72.18,法制,legal system
1610,72.06,云南,Yunnan
1611,72.04,权利,right
1612,71.91,说明,instruction
1613,71.86,一部分,Part
1614,71.85,经费,Funding
1615,71.82,绿色,green
1616,71.74,如下,as follows
1617,71.64,黄河,Yellow River
1618,71.6,清理,Clean up
1619,71.59,州,State
1620,71.56,一半,half
1621,71.48,人权,human rights
1622,71.36,承认,admit
1623,71.31,协会,association
1624,71.3,科索沃,Kosovo
1625,71.18,至少,At least
1626,71.16,最佳,optimal
1627,71.12,村民,Villagers
1628,71.11,球迷,fan
1629,71.06,北部,North
1630,71.06,合,combine
1631,71.02,机遇,opportunity
1632,70.96,审议,Consider
1633,70.82,只是,only
1634,70.79,金额,Amount
1635,70.57,方便,convenient
1636,70.54,棉花,cotton
1637,70.52,海洋,Ocean
1638,70.51,手术,Operation
1639,70.47,足球赛,Football match
1640,70.41,明天,tomorrow
1641,70.35,面向,Facing
1642,70.32,伙伴,partner
1643,70.31,交,pay
1644,70.24,派出,send
1645,70.24,辽宁,Liaoning
1646,70.23,创作,creation
1647,70.11,服装,clothing
1648,70.09,数据,data
1649,70.04,总书记,General secretary
1650,70.02,矛盾,contradiction
1651,70.02,权益,rights and interests
1652,69.95,谈话,conversation
1653,69.9,权,right
1654,69.86,个体,individual
1655,69.84,阿根廷,Argentina
1656,69.61,业,industry
1657,69.59,海湾,bay
1658,69.53,新增,New
1659,69.49,违反,violation
1660,69.49,咨询,consult
1661,69.48,申办,Bid
1662,69.44,沙,sand
1663,69.43,有人,Someone
1664,69.41,工商,Industrial and commercial
1665,69.32,土耳其,Turkey
1666,69.14,迪,Di
1667,69.13,会长,President
1668,69.12,爱,Love
1669,69.1,八十,eighty
1670,68.92,排,Row
1671,68.82,阿拉法特,Arafat
1672,68.58,模式,model
1673,68.49,公民,citizen
1674,68.49,重庆,Chongqing
1675,68.48,票,ticket
1676,68.48,全国人大常委会,NPC Standing Committee
1677,68.47,笔,Pen
1678,68.43,病,sick
1679,68.37,查,check
1680,68.33,预测,predict
1681,68.3,主体,main body
1682,68.28,上海市,Shanghai
1683,68.24,主题,theme
1684,68.2,予以,Give
1685,68.18,文艺,Literary art
1686,68.17,残疾人,Disabled
1687,68.14,李,plum
1688,68.11,风险,risk
1689,68.08,下跌,Fall
1690,68.03,收到,receive
1691,68.03,她们,they
1692,67.96,私营,private
1693,67.86,争夺,Compete
1694,67.84,俱乐部,club
1695,67.83,B,B
1696,67.83,公共,public
1697,67.8,网球,tennis
1698,67.78,宁夏,Ningxia
1699,67.78,软件,software
1700,67.66,而是,Why
1701,67.59,─,-
1702,67.53,问,ask
1703,67.5,特区,Special Zone
1704,67.46,禁止,prohibit
1705,67.42,潜力,potential
1706,67.3,专项,Special
1707,67.22,中方,China
1708,67.2,物质,substance
1709,67.07,履行,fulfill
