Frequency,Number,Vocabulary,Translation,Pinyin
789,156.39,比较,compare,bǐjiào
790,156.32,责任,responsibility,zérèn
791,156.04,中东,middle East,zhōngdōng
792,155.83,合同,contract,hétong
793,155.49,各类,Various types,gě
794,155.46,仪式,ceremony,yíshì
795,155.39,艺术,Art,yìshù
796,155.06,应该,should,yīnggāi
797,155.05,从而,thereby,cóng'ér
798,154.65,份,share,fèn
799,153.87,显示,show,xiǎnshì
800,153.83,’,',xiǎnshì
801,153.61,基,base,jī
802,153.53,严格,strict,yángé
803,153.5,外资,foreign investment,wàizī
804,153.26,第四,fourth,dì
805,152.92,改造,Transform,gǎizào
806,152.8,依法,According to law,yīfǎ
807,152.74,外长,Foreign minister,wàizhǎnɡ
808,152.67,再次,again,zàicì
809,152.17,意义,significance,yìyì
810,151.89,分析,analyze,fēnxī
811,151.66,飞机,airplane,fēijī
812,151.53,这位,this,zhè
813,151.39,指导,guide,zhǐdǎo
814,150.82,首先,Firstly,shǒuxiān
815,150.54,谈,talk,tán
816,150.35,开,open,kāi
817,150.34,巴勒斯坦,Palestine,Bālèsītǎn
818,150.22,据悉,It is reported that,jùxī
819,149.99,便,Fool,biàn
820,149.92,当前,current,dāngqián
821,149.89,布,cloth,bù
822,149.88,铁路,railway,tiělù
823,149.79,改变,Change,gǎibiàn
824,149.46,突出,protrude,tūchū
825,149.42,连,even,lián
826,149.27,贯彻,implement,guànchè
827,148.94,经贸,Economy,jīngmào
828,148.86,采用,use,cǎiyòng
829,148.66,进,Enter,jìn
830,148.47,马,horse,mǎ
831,148.39,快,quick,kuài
832,148.08,期,Expect,qī
833,148.05,采访,Interview,cǎifǎng
834,147.63,九,Nine,jiǔ
835,146.96,周年,anniversary,zhōunián
836,146.94,素质,Quality,sùzhì
837,146.91,及时,timely,jíshí
838,146.75,网络,The internet,wǎngluò
839,146.71,上述,Above,shàngshù
840,146.64,小组,group,xiǎozǔ
841,146.59,想,think,xiǎng
842,146.56,基金,fund,jījīn
843,146.5,资产,assets,zīchǎn
844,146.2,观众,audience,guānzhòng
845,145.93,相互,mutual,xiānghù
846,145.83,纳,Neck,nà
847,145.72,电子,electronic,diànzǐ
848,145.71,危机,crisis,wēijī
849,145.52,确保,make sure,quèbǎo
850,145.28,外国,Foreign country,wàiguó
851,144.94,顺利,smoothly,shùnlì
852,144.82,车,vehicle,chē
853,144.8,联系,connect,liánxì
854,144.79,如何,how,rúhé
855,144.76,反对,be opposed to,fǎnduì
856,144.75,儿童,child,értóng
857,144.69,头,head,tóu
858,144.5,对于,for,duìyú
859,144.33,那,That,nā
860,144.25,运输,transportation,yùnshū
861,144.19,进展,progress,jìnzhǎn
862,144.03,其它,other,qítā
863,143.82,抓,Grasp,zhuā
864,143.62,明年,next year,míngnián
865,143.49,进口,import,jìnkǒu
866,143.41,反映,reflect,fǎnyìng
867,143.19,生态,Ecology,shēngtài
868,143.16,选举,election,xuǎnjǔ
869,143.1,未来,future,wèilái
870,143.07,道,road,dào
871,143.05,钱,money,qián
872,142.95,加大,Increasing,jiādà
873,142.89,理论,theory,lǐlùn
874,142.58,广东,Guangdong,Guǎnɡdōnɡ
875,142.27,给予,give,jǐyǔ
876,142.11,团结,Unity,tuánjié
877,142.04,越来越,Get more and more,yuèláiyuè
878,141.99,初,early,chū
879,141.81,加入,join in,jiārù
880,141.45,意大利,Italy,Yìdàlì
881,141.38,既,now that,jì
882,141.36,进步,Progress,jìnbù
883,141.23,现代,modern,xiàndài
884,140.91,为期,Period,wéiqī
885,140.87,上年,Last year,shàngnián
886,140.38,段,part,duàn
887,140.22,通讯员,Correspondent,tōngxùnyuán
888,139.9,不会,Will not,bù
889,139.9,预计,Expect,yùjì
890,139.81,面临,Face,miànlín
891,139.75,产量,Yield,chǎnliàng
892,139.74,多次,repeatedly,duō
893,139.71,辆,Vehicle,liàng
894,139.68,孩子,child,háizi
895,139.0,总额,lump sum,zǒng'é
896,138.69,教练,coach,jiàoliàn
897,138.37,人数,Number of people,rénshù
898,138.26,当天,On the same day,dāngtiān
899,138.25,早,morning,zǎo
900,138.23,人民币,RMB,rénmínbì
901,137.8,七,seven,qī
902,137.55,平方米,Square meter,píngfāngmǐ
903,137.26,带,belt,dài
904,137.26,普遍,universal,pǔbiàn
905,137.12,新疆,Xinjiang,Xīnjiānɡ
906,137.02,方法,method,fāngfǎ
907,136.79,武装,Armed,wǔzhuāng
908,136.61,事,thing,shì
909,136.36,文明,civilization,wénmíng
910,136.19,整个,entire,zhěnggè
911,135.95,指数,index,zhǐshù
912,135.82,全球,worldwide,quánqiú
913,135.82,电视,television,diànshì
914,135.74,不是,no,bùshi
915,135.65,食品,food,shípǐn
916,135.63,集团,group,jítuán
917,135.55,报,Report,bào
918,135.35,套,set,tào
919,135.29,方案,plan,fāng'àn
920,135.26,适应,Adapt,shìyìng
921,135.17,污染,Pollution,wūrǎn
922,135.14,医疗,Medical care,yīliáo
923,135.0,医院,hospital,yīyuàn
924,134.96,晚,Night,wǎn
925,134.95,你,you,nǐ
926,134.79,相,Mutually,xiāng
927,134.65,邀请,invite,yāoqǐng
928,134.49,尽管,although,jǐnguǎn
929,134.28,考察,Examine,kǎochá
930,134.26,搞,Engage in,gǎo
931,134.25,丰富,Rich,fēngfù
932,134.23,内地,Mainland,nèidì
933,134.04,建筑,architecture,jiànzhù
934,133.99,靠,Depend on,kào
935,133.87,突破,breakthrough,tūpò
936,133.8,关键,The essential,guānjiàn
937,133.72,少,few,shǎo
938,133.7,巴西,Brazil,Bāxī
939,133.65,市民,Citizen,shìmín
940,133.41,多年,for many years,duō
941,133.41,研制,Develop,yánzhì
942,132.63,基层,Grassroots,jīcéng
943,132.5,对手,opponent,duìshǒu
944,132.08,目的,Purpose,mùdì
945,131.91,难,difficult,nán
946,131.47,军队,army,jūnduì
947,131.42,演出,show,yǎnchū
948,131.33,旁,beside,páng
949,130.99,明确,clear,míngquè
950,130.81,吸引,absorb,xīyǐn
951,130.8,秘书长,Secretary-general,mìshū
952,130.73,从事,Engage in,cóngshì
953,130.73,损失,loss,sǔnshī
954,130.61,哈,what,hā
955,130.26,应当,should,yīngdāng
956,130.05,国外,foreign,ɡuówài
957,129.88,货币,currency,huòbì
958,129.46,科学家,the scientist,kēxuéjiā
959,129.26,厂,factory,ān
960,129.13,一致,Consistent,yīzhì
961,129.06,道路,the way,dàolù
962,128.33,题,question,tí
963,128.29,球员,Player,qiúyuán
964,128.13,援助,assistance,yuánzhù
965,127.95,感到,feel,gǎndào
966,127.89,为此,to this end,wèicǐ
967,127.72,镇,town,zhèn
968,127.59,专门,specialized,zhuānmén
969,127.52,如今,now,rújīn
970,127.45,为主,Mainly,wéizhǔ
971,127.37,另外,in addition,lìngwài
972,127.22,什么,what,shénme
973,126.92,千,thousand,qiān
974,126.81,分子,molecular,fēnzǐ
975,126.7,才能,Can,cáinéng
976,126.63,出版,publishing,chūbǎn
977,126.6,战争,war,zhànzhēng
978,126.58,各界,all walks of life,gèjiè
979,126.43,协调,coordination,xiétiáo
980,126.38,做好,Do well,zuò
981,126.07,参赛,Contest,cānsài
982,126.05,块,piece,kuài
983,126.03,教师,teacher,jiàoshī
984,125.75,立即,immediately,lìjí
985,125.62,发言人,spokesman,fāyánrén
986,125.59,发,send,fā
987,125.28,合理,Reasonable,hélǐ
988,124.97,需求,need,xūqiú
989,124.94,斗争,struggle,dòuzhēng
990,124.86,朝鲜,North Korea,Cháoxiǎn
991,124.79,世界杯,World Cup,shìjièbēi
992,124.6,共有,Total,gòngyǒu
993,124.57,实践,practice,shíjiàn
994,124.54,认识,know,rènshi
995,124.23,极,pole,jí
996,124.1,一切,everything,yīqiè
997,123.86,抵达,arrival,dǐdá
998,123.7,大陆,mainland,dàlù
999,123.28,计算机,computer,jìsuànjī
1000,123.11,维,dimension,wéi
1001,123.07,应用,application,yìngyòng
1002,123.01,讲,speak,jiǎng
1003,122.96,格,grid,gē
1004,122.74,以下,the following,yǐxià
1005,122.71,埃,Egypt,āi
1006,122.55,担任,Serve as,dānrèn
1007,122.55,特点,Characteristic,tèdiǎn
1008,122.47,力度,Strength,lìdù
1009,122.42,党员,Party member,dǎngyuán
1010,122.35,科,division,kē
1011,122.31,重新,again,chóngxīn
1012,122.28,关心,Care,guānxīn
1013,122.17,周,week,zhōu
1014,122.16,关注,pay attention to,guānzhù
1015,122.04,显,Show,xiǎn
1016,121.81,集体,collective,jítǐ
1017,121.81,纷纷,Have,fēnfēn
1018,121.81,交易,trade,jiāoyì
1019,121.72,英,Britain,yīng
1020,121.63,尽快,ASAP,jǐnkuài
1021,121.18,符合,meets the,fúhé
1022,121.08,乡镇企业,Township enterprises,xiāngzhèn
1023,120.97,运动,sports,yùndòng
1024,120.95,独立,independent,dúlì
1025,120.38,方针,policy,fāngzhēn
1026,119.99,人均,per capita,rénjūn
1027,119.95,天津,Tianjin,Tiānjīn
1028,119.93,材料,Material,cáiliào
1029,119.85,治理,Governance,zhìlǐ
1030,119.83,波黑,Boss and Herzegovina,Bō-Hēi
1031,119.77,令,make,líng
1032,119.64,革命,revolution,gémìng
1033,119.43,类,kind,lèi
1034,119.27,及其,and,jí
1035,119.24,最终,finally,zuìzhōng
1036,119.22,消费,Consumption,xiāofèi
1037,119.01,外商,Foreign businessman,wàishāng
1038,118.92,学,learn,xué
1039,118.78,北京市,Beijing,běijīng
1040,118.71,正常,normal,zhèngcháng
1041,118.4,决议,resolution,juéyì
1042,118.26,人次,Person,réncì
1043,118.09,港,port,gǎng
1044,118.08,初步,Preliminary,chūbù
1045,117.96,或者,or,huòzhě
1046,117.94,选择,choose,xuǎnzé
1047,117.9,位于,lie in,wèiyú
1048,117.85,片,piece,piān
1049,117.77,非法,illegal,fēifǎ
1050,117.76,首脑,summit,shǒunǎo
1051,117.58,公开,public,gōngkāi
1052,117.42,事故,accident,shìgù
1053,117.36,每天,every day,měi
1054,117.17,强烈,strong,qiángliè
1055,117.0,针对,against,zhēnduì
1056,117.0,重,Heavy,chóng
1057,116.96,手段,means,shǒuduàn
1058,116.86,塔,tower,tǎ
1059,116.85,创新,Innovation,chuàngxīn
1060,116.77,程度,degree,chéngdù
1061,116.65,外交,diplomatic,wàijiāo
1062,116.64,治疗,treat,zhìliáo
1063,116.6,胜利,victory,shènglì
1064,116.48,半,Half,bàn
1065,116.45,王,King,wáng
1066,116.42,高级,advanced,gāojí
1067,116.08,作品,work,zuòpǐn
1068,115.74,坚决,Resolute,jiānjué
1069,115.59,透露,disclose,tòulù
1070,115.3,资料,material,zīliào
1071,115.08,广西,Guangxi,Guǎnɡxī
1072,114.88,鼓励,encourage,gǔlì
1073,114.81,线,String,xiàn
1074,114.5,开幕,Opening,kāimù
1075,114.29,因素,factor,yīnsù
1076,114.27,根本,fundamental,gēnběn
1077,113.94,蔬菜,vegetable,shūcài
1078,113.94,甚至,even,shènzhì
1079,113.84,立场,position,lìchǎng
1080,113.8,人类,Humanity,rénlèi
1081,113.74,武器,arms,wǔqì
1082,113.69,推出,roll out,tuīchū
1083,113.65,来到,come,láidào
1084,113.59,经济效益,Economic benefits,jīngjì
1085,113.53,列,List,liè
1086,113.42,发行,issued,fāxíng
1087,113.4,扶贫,Poverty alleviation,fúpín
1088,113.4,国内外,At home and abroad,ɡuónèi
1089,113.24,双边,bilateral,shuāngbiān
1090,113.09,大使,ambassador,dàshǐ
1091,113.01,回归,return,huíguī
1092,112.65,种植,Plant,zhòngzhí
1093,112.55,东,East,dōng
1094,112.44,住房,housing,zhùfáng
1095,112.37,长江,Yangtze,chángjiāng
1096,112.29,保险,insurance,bǎoxiǎn
1097,112.23,大家,Everyone,dàjiā
1098,112.17,死亡,die,sǐwáng
1099,112.06,领先,Lead,lǐngxiān
1100,112.03,同意,agree,tóngyì
1101,111.97,即将,Soon,jíjiāng
1102,111.77,官兵,Officers and men,guānbīng
1103,111.73,团体,group,tuántǐ
1104,111.4,现场,on site,xiànchǎng
1105,110.52,外汇,Foreign exchange,wàihuì
1106,110.03,前往,Go,qiánwǎng
1107,109.99,民主,democracy,mínzhǔ
1108,109.88,职业,Profession,zhíyè
1109,109.87,产值,output value,chǎnzhí
1110,109.24,能源,energy,néngyuán
1111,109.06,局势,situation,júshì
1112,109.03,广州,Guangzhou,Guǎnɡzhōu
1113,108.98,价值,value,jiàzhí
1114,108.94,各个,each,gègè
1115,108.91,局面,situation,júmiàn
1116,108.81,累计,Grand total,lěijì
1117,108.8,导致,Lead to,dǎozhì
1118,108.55,中国政府,Chinese government,zhōngguó
1119,108.53,行,Row,háng
1120,108.5,有利于,beneficial to,yǒulì
1121,108.17,做出,Make,zuò
1122,108.16,通讯,communication,tōngxùn
1123,107.7,下岗,Laid off,xiàgǎng
1124,107.69,劳动,labor,láodòng
1125,107.56,本次,this time,běn
1126,107.53,电脑,computer,diànnǎo
1127,107.38,教授,professor,jiàoshòu
1128,107.33,制造,manufacture,zhìzào
1129,107.28,秩序,order,zhìxù
1130,107.09,时候,when,shíhou
1131,106.94,大大,Bigger,dàdà
1132,106.79,规范,specification,guīfàn
1133,106.77,议会,parliament,yìhuì
1134,106.44,内部,internal,nèibù
1135,106.37,越,cross,yuè
1136,106.37,需,need,xū
1137,106.26,先,First,xiān
1138,106.15,设,Assume,shè
1139,106.06,快速,fast,kuàisù
1140,106.05,西班牙,Spain,Xībānyá
1141,105.95,紧张,nervous,jǐnzhāng
1142,105.84,山,Mountain,shān
1143,105.81,代表团,delegation,dàibiǎotuán
1144,105.81,邓小平,Deng Xiaoping,dèng
1145,105.77,患者,patient,huànzhě
1146,105.65,海外,overseas,hǎiwài
1147,105.45,数,number,cù
1148,105.44,招待会,reception,zhāodàihuì
1149,105.43,买,Buy,mǎi
1150,105.36,高新技术,High-tech,gāoxīn
1151,105.32,功能,Features,gōngnéng
1152,105.16,成员国,Member country,chénɡyuánɡuó
1153,105.12,繁荣,Prosperity,fánróng
1154,104.94,昨天,yesterday,zuótiān
1155,104.73,平,flat,píng
1156,104.64,降低,reduce,jiàngdī
1157,104.64,步,step,bù
1158,104.63,居,Residence,jū
1159,104.59,真正,real,zhēnzhèng
1160,104.35,商业,Business,shāngyè
1161,104.16,型,type,xíng
1162,104.07,话,talk,huà
1163,103.87,诺,promise,nuò
1164,103.85,切实,practical,qièshí
1165,103.73,成就,Achievement,chéngjiù
1166,103.71,年度,year,niándù
1167,103.54,入,enter,rù
1168,103.37,展开,Unfold,zhǎnkāi
1169,103.25,处于,In,chǔyú
1170,103.2,兼,Conclude,jiān
1171,102.99,消费者,consumer,xiāofèizhě
1172,102.88,收费,toll,shōufèi
1173,102.78,工人,Worker,gōngrén
1174,102.54,前景,prospect,qiánjǐng
1175,102.51,印度,India,Yìndù
1176,102.51,泰国,Thailand,Tàiɡuó
1177,102.39,至今,to date,zhìjīn
1178,102.37,负担,burden,fùdān
1179,102.25,花,flower,huā
1180,102.22,签订,Sign,qiāndìng
1181,102.21,尤其,especially,yóuqí
1182,102.03,法规,Regulation,fǎguī
1183,101.97,以后,after,yǐhòu
1184,101.97,股,share,gǔ
1185,101.93,相信,Believe,xiāngxìn
1186,101.91,创,Create,chuāng
1187,101.72,运行,run,yùnxíng
1188,101.57,执法,law enforcement,zhífǎ
1189,101.48,老人,elder,lǎorén
1190,101.42,当时,then,dāngshí
1191,101.33,转变,change,zhuǎnbiàn
1192,101.22,南非,South Africa,nánfēi
1193,101.13,吃,eat,chī
1194,101.1,意识,consciousness,yìshí
1195,101.04,古,antiquity,gǔ
1196,101.01,告诉,Tell,gàosù
1197,100.99,没,No,méi
1198,100.96,数字,number,shùzì
1199,100.81,本月,this month,běn
1200,100.63,今晚,tonight,jīnwǎn
1201,100.53,游客,Tourist,yóukè
1202,100.48,之前,Before,zhīqián
1203,100.01,澳大利亚,Australia,Àodàlìyà
1204,99.93,发展中国家,Developing country,fāzhǎn
1205,99.92,一样,Same,yīyàng
1206,99.87,仍然,still,réngrán
1207,99.75,配合,Cooperate,pèihé
1208,99.61,争取,Strive,zhēngqǔ
1209,99.52,功,achievement,gōng
1210,99.51,不足,insufficient,bùzú
1211,99.41,文件,document,wénjiàn
1212,99.38,只要,if only,zhǐyào
1213,99.35,上半年,First half of the year,shàngbànnián
1214,99.27,率,Rate,lǜ
1215,99.21,乡镇,Township,xiāngzhèn
1216,99.11,会晤,meeting,huìwù
1217,98.94,住,live,zhù
1218,98.9,比分,score,bǐfēn
1219,98.84,纪念,commemorate,jìniàn
1220,98.76,最新,up to date,zuìxīn
1221,98.76,托,Hold,tuō
1222,98.7,一行,One-way,yīxíng
1223,98.3,试验,test,shìyàn
1224,98.29,‘,',shìyàn
1225,98.26,加拿大,Canada,Jiānádà
1226,98.18,门,door,mén
1227,98.12,表演,Performance,biǎoyǎn
1228,97.63,战,war,zhàn
1229,97.46,球队,team,qiúduì
1230,97.44,全体,All,quántǐ
1231,97.29,涉及,Involve,shèjí
1232,97.27,杯,Cup,bēi
1233,97.22,威胁,threaten,wēixié
1234,97.2,城,city,chéng
1235,97.2,发出,issue,fāchū
1236,97.16,状态,state,zhuàngtài
1237,97.14,施工,construction,shīgōng
1238,97.06,手,hand,shǒu
1239,97.03,赢得,win,yíngdé
1240,96.98,变,Change,biàn
1241,96.91,林,Forest,lín
1242,96.91,现,now,xiàn
1243,96.67,放,put,fàng
1244,96.58,整体,overall,zhěngtǐ
1245,96.55,性,sex,xìng
1246,96.5,承担,bear,chéngdān
1247,96.48,方向,direction,fāngxiàng
1248,96.26,面对,face,miànduì
1249,96.09,对外,foreign,duìwài
1250,95.94,生命,life,shēngmìng
1251,95.85,股市,stock market,gǔshì
1252,95.82,派,group,pài
1253,95.64,A,A,ā
1254,95.63,南部,Southern,nánbù
1255,95.61,公安,public security,gōng'ān
1256,95.53,终于,finally,zhōngyú
1257,95.43,赴,go,fù
1258,95.42,组建,Form,zǔjiàn
1259,95.36,优质,high quality,yōuzhì
1260,95.03,送,deliver,sòng
1261,95.03,日益,increasingly,rìyì
1262,95.0,收购,Acquire,shōugòu
1263,94.93,内蒙古,Inner Mongolia,Nèiměnɡɡǔ
1264,94.79,成本,cost,chéngběn
1265,94.75,伊朗,Iran,Yīlǎnɡ
1266,94.72,局长,Director,jú
1267,94.66,国民经济,national economy,guómín
1268,94.48,罗,Row,luó
1269,94.38,全区,Region,quán
1270,94.28,通知,Notice,tōngzhī
1271,94.28,取消,Cancel,qǔxiāo
1272,94.25,配套,Support,pèitào
1273,94.18,会上,Go on,huì
1274,94.15,交换,exchange,jiāohuàn
1275,94.07,信心,confidence,xìnxīn
1276,93.8,旅客,Passenger,lǚkè
1277,93.79,数量,quantity,shùliàng
1278,93.77,架,shelf,jià
1279,93.77,这家,this home,zhè
1280,93.75,违法,Illegal,wéifǎ
1281,93.69,友谊,friendship,yǒuyì
1282,93.63,种子,seed,zhǒngzi
1283,93.44,森林,Forest,sēnlín
1284,93.36,主办,host,zhǔbàn
1285,93.16,热烈,warm,rèliè
1286,93.09,挑战,challenge,tiǎozhàn
1287,93.09,标志,Sign,biāozhì
1288,92.96,出来,come out,chūlái
1289,92.92,市长,mayor,shìzhǎnɡ
1290,92.92,参观,visit,cānguān
1291,92.82,谁,Who,shéi
1292,92.82,委员长,Chairman,wěiyuánzhǎnɡ
1293,92.82,山区,Mountainous area,shānqū
1294,92.5,探索,explore,tànsuǒ
1295,92.49,全县,County,quán
1296,92.46,正确,correct,zhèngquè
1297,92.4,破坏,destroy,pòhuài
1298,92.29,现有,existing,xiànyǒu
1299,92.24,有些,some,yǒuxiē
1300,92.13,事务,Transaction,shìwù
1301,92.11,很多,a lot of,hěn
1302,91.94,警方,police,jǐngfāng
1303,91.89,埃及,Egypt,Āijí
1304,91.86,山东,Shandong,Shāndōnɡ
1305,91.63,吉,lucky,jí
1306,91.48,兴建,build,xīngjiàn
1307,91.3,密切,close,mìqiè
1308,91.22,深圳,Shenzhen,shēn
1309,91.12,激烈,fierce,jīliè
1310,91.09,条例,Regulations,tiáolì
1311,91.05,自由,free,zìyóu
1312,90.91,它们,they,tāmen
1313,90.81,制,system,zhì
1314,90.79,青少年,teenager,qīng-shàonián
1315,90.76,深化,deepen,shēnhuà
1316,90.73,运,transport,yùn
1317,90.59,干,Do,gān
1318,90.59,环保,environmental Protection,huánbǎo
1319,90.57,自然,nature,zìrán
1320,90.55,伟大,great,wěidà
1321,90.55,方,square,fāng
1322,90.54,停止,stop,tíngzhǐ
1323,90.47,购买,Buy,gòumǎi
1324,90.4,书,Book,shū
1325,90.29,时代,era,shídài
1326,90.17,姆,Mi,mū
1327,90.12,奇,strange,jī
1328,89.94,在内,Within,zàinèi
1329,89.91,股票,stock,gǔpiào
1330,89.88,袭击,Attack,xíjī
1331,89.81,法轮,Falcon,fǎ
1332,89.74,然而,However,rán'ér
1333,89.71,负,burden,fù
1334,89.7,塞,Plug,sāi
1335,89.52,教学,teaching,jiāoxué
1336,89.48,比例,Proportion,bǐlì
1337,89.25,无法,Unable,wúfǎ
1338,89.23,相当,quite,xiāngdāng
1339,89.22,代,generation,dài
1340,89.13,大规模,Large scale,dàɡuīmó
1341,89.09,任,appoint,rén
1342,89.06,落后,behind,luòhòu
1343,89.02,通信,Communicate,tōngxìn
1344,88.92,浙江,Zhejiang,Zhèjiānɡ
1345,88.85,机,machine,jī
1346,88.82,体现,reflect,tǐxiàn
1347,88.66,步伐,pace,bùfá
1348,88.62,卫星,satellite,wèixīng
1349,88.51,普,general,pǔ
1350,88.49,用户,user,yònghù
1351,88.47,原来,original,yuánlái
1352,88.08,是否,whether,shìfǒu
1353,88.08,口,mouth,kǒu
1354,88.03,量,quantity,liáng
